Record ID,Store Name,Store Type,Street Number,Street Name,Additional Address,City,State,Zip Code,Zip4,County,Latitude,Longitude,Authorization Date,End Date
795820,MACORIX MARKET  ,Convenience Store,524,Western Ave, ,Lynn,MA,1904,3314,ESSEX,42.46832,-70.95853,8/8/2006,2/15/2012
814142,Maenos Grocery Store  ,Convenience Store,385,Lowell St, ,Lawrence,MA,1841,4630,ESSEX,42.7042,-71.17529,3/16/2007,6/2/2008
1512609,Magalis Market Inc  ,Convenience Store,8,Atlantic St,,Lynn,MA,1902,3115,ESSEX,42.46423,-70.93424,10/18/2022, 
1212974,Magnolia Variety Store  ,Convenience Store,2,Raymond St, ,Gloucester,MA,1930,3926,ESSEX,42.57713,-70.71518,9/18/2015, 
1274087,Maguaca Mini  Market Inc  ,Small Grocery Store,132,Munroe St, ,Lynn,MA,1901,1214,ESSEX,42.46376,-70.94566,3/13/2017,11/8/2017
759424,MANCIAS MARKET  ,Small Grocery Store,880,Western Ave, ,Lynn,MA,1905,2635,ESSEX,42.45743,-70.97143,8/26/2005,3/13/2006
241111,MARANYS SUPERMARKET  ,Small Grocery Store,311,E Haverhill St, ,Lawrence,MA,1841,1426,ESSEX,42.72045,-71.1423,9/8/2003,12/14/2005
1444330,Marblehead Community Store  ,Large Grocery Store,214,Beacon St,,Marblehead,MA,1945,1506,ESSEX,42.51406,-70.85798,4/23/2021,2/27/2023
1113220,Marblehead Farmers' Market  ,Farmers' Market,217,Pleasant St, ,Marblehead,MA,1945,2251,ESSEX,42.49742,-70.86131,9/4/2013,3/16/2018
1113220,Marblehead Farmers' Market  ,Farmers' Market,217,Pleasant St, ,Marblehead,MA,1945,2251,ESSEX,42.49742,-70.86131,5/16/2018, 
1034980,Marblehead Village Market  ,Large Grocery Store,165,Pleasant St,Ste 1,Marblehead,MA,1945,2308,ESSEX,42.50064,-70.85836,3/7/2012, 
889998,Marc's Market  ,Small Grocery Store,51,Harbor St, ,Salem,MA,1970,5037,ESSEX,42.51772,-70.89072,5/11/2009,2/7/2012
1036022,Marc's Market  ,Convenience Store,51,Harbor St, ,Salem,MA,1970,5037,ESSEX,42.51784,-70.89081,2/9/2012, 
601976,MARCS MARKET  ,Small Grocery Store,51,Harbor St, ,Salem,MA,1970,5037,ESSEX,42.51772,-70.89072,7/14/2003,4/18/2005
601976,MARCS MARKET  ,Small Grocery Store,51,Harbor St, ,Salem,MA,1970,5037,ESSEX,42.51772,-70.89072,8/5/2008,4/28/2009
533435,MARIA MARKET  ,Small Grocery Store,119,Jackson St, ,Lawrence,MA,1841,3833,ESSEX,42.71254,-71.15784,7/9/1997,4/16/2006
1512219,Mariam's African Market 137,Seafood Specialty,1201,Broadway, ,Saugus,MA,1906, ,ESSEX,42.46128,-71.02792,9/6/2022,5/5/2025
1374299,Marina's Mart  ,Convenience Store,4,Howard St, ,Saugus,MA,1906,4050,ESSEX,42.47246,-71.0367,9/3/2019,8/29/2023
364155,MARKET BASKET  23,Super Store,139,Endicott St,,Danvers,MA,1923,4803,ESSEX,42.5495,-70.93299,1/1/1930, 
255199,MARKET BASKET  5,Super Store,700,Essex St, ,Lawrence,MA,1841,4396,ESSEX,42.70195,-71.17213,1/1/1930, 
450365,MARKET BASKET  11,Super Store,231,N Main St, ,Andover,MA,1810,3115,ESSEX,42.66478,-71.14591,1/1/1930,12/9/2014
355785,MARKET BASKET 18,Super Store,70,Pleasant Valley St,Ste 5,Methuen,MA,1844,7286,ESSEX,42.74208,-71.16489,1/1/1930, 
598153,Market Basket 10,Super Store,186,Haverhill St, ,Methuen,MA,1844,3462,ESSEX,42.70481,-71.20061,1/1/1930, 
275046,MARKET BASKET 15,Super Store,2,Water St,,Haverhill,MA,1830,6223,ESSEX,42.77599,-71.07516,1/1/1930, 
406829,Market Basket 09,Super Store,400,Lowell Ave,Ste 6,Haverhill,MA,1832,3661,ESSEX,42.77339,-71.11382,1/1/1930, 
252154,Market Basket 12,Super Store,350,Winthrop Ave, ,North Andover,MA,1845,4289,ESSEX,42.6796,-71.13362,1/1/1930, 
400903,MARKET BASKET  40,Super Store,25,Storey Ave, ,Newburyport,MA,1950,1869,ESSEX,42.82196,-70.90373,5/1/1987, 
466154,MARKET BASKET  45,Super Store,230,S Main St, ,Middleton,MA,1949,3304,ESSEX,42.58069,-70.99823,12/3/1990, 
705880,MARKET BASKET  48,Super Store,285,Lincoln Ave, ,Haverhill,MA,1830,6738,ESSEX,42.76459,-71.03736,4/2/1992, 
663216,MARKET BASKET 49,Super Store,231,Newburyport Tpke,,Rowley,MA,1969,2005,ESSEX,42.70901,-70.90806,5/28/1992, 
309215,Market Basket 58,Super Store,227,Highland Ave, ,Salem,MA,1970,1830,ESSEX,42.50478,-70.92107,9/6/2001, 
915576,Market Basket 61,Super Store,101,Gloucester Crossing Rd,,Gloucester,MA,1930,2281,ESSEX,42.62251,-70.65596,9/11/2009, 
1293667,Market Basket 82,Super Store,40,Federal St, ,Lynn,MA,1905,2212,ESSEX,42.46466,-70.96727,7/30/2017, 
1043020,Market Latina  ,Small Grocery Store,111,White St, ,Haverhill,MA,1830,5728,ESSEX,42.77988,-71.07932,5/3/2012,7/24/2013
962825,Market Square Convenience  ,Small Grocery Store,2,Market Sq, ,Lynn,MA,1905,2422,ESSEX,42.46269,-70.96323,8/27/2010,4/22/2013
1092255,Market Square Convenience  ,Convenience Store,2,Market Sq, ,Lynn,MA,1905,2422,ESSEX,42.46269,-70.96323,4/23/2013,10/20/2015
1284537,Marky's Gsa II,Convenience Store,71,Exchange St, ,Lynn,MA,1901,1415,ESSEX,42.46333,-70.94227,5/30/2017,11/29/2017
1184959,Markys Gsa  ,Combination Grocery/Other,110,Broad St, ,Lynn,MA,1902,5004,ESSEX,42.46343,-70.93878,4/7/2015,11/29/2017
1366639,Marquitos Mini Market Inc  ,Small Grocery Store,229,Lewis St, ,Lynn,MA,1902,4801,ESSEX,42.46442,-70.93429,7/12/2019,7/19/2023
337578,MARTE GROCERY STORE  ,Convenience Store,111,White St, ,Haverhill,MA,1830,5728,ESSEX,42.77988,-71.07932,11/21/2000,5/7/2006
330484,MARTINEZ GROCERY  ,Convenience Store,99,Park St, ,Lawrence,MA,1841,1742,ESSEX,42.71664,-71.16306,8/2/2001,4/12/2011
1373711,Mass Mini Mart  ,Convenience Store,34,Boston St, ,Salem,MA,1970,2146,ESSEX,42.51859,-70.90773,8/15/2019,10/16/2023
1513355,Mateo Supermarket Corp  ,Convenience Store,89B,Newbury St,,Lawrence,MA,1840,1720,ESSEX,42.71119,-71.15554,10/14/2022,2/12/2024
290837,MATIAS MARKET  ,Small Grocery Store,160,Union St, ,Lawrence,MA,1841,3935,ESSEX,42.713,-71.15491,8/8/2002,6/22/2005
490429,MATIAS MARKET  ,Small Grocery Store,160,Union St, ,Lawrence,MA,1841,3935,ESSEX,42.713,-71.15491,9/26/2005,2/1/2012
1123404,Matias Supermarket Inc  ,Small Grocery Store,160,Union St, ,Lawrence,MA,1841,3935,ESSEX,42.71296,-71.15485,3/13/2014,6/22/2016
669709,MAXIMINO GROCERY STORE  ,Small Grocery Store,205,S Union St, ,Lawrence,MA,1843,1610,ESSEX,42.69646,-71.15344,10/17/2003,1/16/2007
1509800,Maya's Market  ,Convenience Store,289,Essex St,,Lynn,MA,1902,2393,ESSEX,42.47058,-70.9383,7/8/2022,11/12/2025
238664,MCKINNON'S BUTCHER SHOP  ,Super Store,73,Holten St, ,Danvers,MA,1923,1938,ESSEX,42.56095,-70.94798,3/23/1995, 
533364,MEDITERRANEAN GROCERY  ,Small Grocery Store,136,Lowell St, ,Methuen,MA,1844,3665,ESSEX,42.72013,-71.19573,11/5/2003,4/21/2015
1322207,Meeru Inc 1,Convenience Store,20,Main St, ,Topsfield,MA,1983,1831,ESSEX,42.63893,-70.95089,6/7/2018,4/11/2019
942167,Mejia Market  ,Small Grocery Store,606,Andover St, ,Lawrence,MA,1843,1027,ESSEX,42.69026,-71.17397,4/27/2010,10/24/2010
983182,Mejia Market  ,Small Grocery Store,360,Lowell St, ,Lawrence,MA,1841,4614,ESSEX,42.70461,-71.17412,12/21/2010,11/26/2012
1282940,Mekong Market  ,Large Grocery Store,863,Western Ave, ,Lynn,MA,1905,2324,ESSEX,42.45907,-70.96967,5/2/2017, 
931604,Melchris of Boston Inc  ,Small Grocery Store,74,Central Ave, ,Lynn,MA,1901,1104,ESSEX,42.46424,-70.94835,2/22/2010,12/11/2014
931604,Melchris of Boston Inc  ,Small Grocery Store,74,Central Ave, ,Lynn,MA,1901,1104,ESSEX,42.46424,-70.94835,4/30/2018, 
896844,Melissa Market  ,Small Grocery Store,420,Washington St, ,Haverhill,MA,1832,5244,ESSEX,42.7697,-71.09494,7/1/2009,11/7/2012
848128,Mellos Supermarket  ,Small Grocery Store,187,Lawrence St, ,Lawrence,MA,1841,2522,ESSEX,42.71627,-71.16538,3/25/2008,3/17/2009
751470,MELVIN'S CONVENIENCE STORE  ,Convenience Store,2,Union St, ,Lynn,MA,1902,3607,ESSEX,42.46899,-70.93689,5/18/2005,4/15/2010
278962,MERCEDEZ GROCERY STORE  ,Convenience Store,373,Broadway, ,Lawrence,MA,1841,3527,ESSEX,0.0,0.0,7/22/2003,3/1/2005
601588,MERENGUE MARKET  ,Convenience Store,197,Essex St, ,Lynn,MA,1902,1742,ESSEX,42.47197,-70.93422,2/19/2002,5/6/2010
948589,Merengue Market  ,Medium Grocery Store,197,Essex St, ,Lynn,MA,1902,1742,ESSEX,42.47195,-70.9342,5/7/2010, 
972690,Merrimack Street Convenience  ,Convenience Store,500A,Merrimack St, ,Lawrence,MA,1843,1756,ESSEX,42.70366,-71.14057,8/16/2011,12/9/2014
526326,METHUEN LIQUORS AND GROCERIES  ,Convenience Store,50,Lawrence St, ,Methuen,MA,1844,4451,ESSEX,42.72374,-71.17654,9/26/2003,9/29/2014
1073415,Methuen Market  ,Convenience Store,49,Jackson St,,Methuen,MA,1844,5068,ESSEX,42.72442,-71.15947,9/17/2012,12/17/2024
1073415,Methuen Market  ,Convenience Store,49,Jackson St,,Methuen,MA,1844,5068,ESSEX,42.72442,-71.15947,9/8/2025, 
1440029,Methuen Sunoco 013,Convenience Store,150,Pelham St,,Methuen,MA,1844,1565,ESSEX,42.72712,-71.20167,2/18/2021,12/9/2025
711241,MI PAIS MARKET  ,Small Grocery Store,610,ANDOVER ST, ,LAWRENCE,MA,1843, ,ESSEX,42.69011,-71.17436,5/26/2004,8/31/2005
760515,MI PAIS MARKET  ,Small Grocery Store,610,ANDOVER ST, ,LAWRENCE,MA,1843, ,ESSEX,42.69011,-71.17436,9/22/2005,4/1/2010
951373,Mi Pais Market Inc  ,Medium Grocery Store,610,Andover St, ,Lawrence,MA,1843, ,ESSEX,42.69011,-71.17436,6/8/2010,12/4/2013
1129102,Mi Pais Market Inc  ,Medium Grocery Store,610,Andover St, ,Lawrence,MA,1843, ,ESSEX,42.69011,-71.17436,7/8/2014, 
654833,MI PAIS MINI MARKET  ,Convenience Store,161,Essex St, ,Lynn,MA,1902,1739,ESSEX,0.0,0.0,4/30/2002,1/18/2005
841887,Mi Provencia Market  ,Medium Grocery Store,411,Essex St, ,Lynn,MA,1902,3904,ESSEX,42.46821,-70.9429,1/15/2008,6/20/2010
1031454,Mi Provencia Market  ,Convenience Store,411,Essex St, ,Lynn,MA,1902,3904,ESSEX,42.46821,-70.9429,12/5/2011,12/3/2013
517199,MI PROVINCIA MARKET  ,Convenience Store,411,Essex St, ,Lynn,MA,1902,3904,ESSEX,42.46821,-70.9429,6/30/1993,10/3/2007
1211319,Michelle's Market  ,Convenience Store,85,Main St,Apt 5,Peabody,MA,1960,5563,ESSEX,42.52425,-70.92357,9/4/2015,2/20/2020
1517376,Michelle's Meat Market  ,Medium Grocery Store,85,Main St,C1,Peabody,MA,1960,5563,ESSEX,42.52394,-70.92409,12/30/2022, 
1065169,Middleton Farmers Market  ,Farmers' Market,49,S Main St, ,Middleton,MA,1949,2213,ESSEX,42.59284,-71.01472,7/25/2012,5/30/2017
382637,MIDLAND FARMS  ,Supermarket,2,Adams St, ,Lynn,MA,1902,2802,ESSEX,0.0,0.0,7/24/2002,2/9/2005
1063299,Miguel Market and Grocery Store Inc  ,Convenience Store,373,Broadway, ,Lawrence,MA,1841,3527,ESSEX,42.71171,-71.17378,11/1/2012,12/8/2013
1101003,Miguel Supermarket Inc  ,Small Grocery Store,105B,Essex St, ,Lawrence,MA,1840,1605,ESSEX,42.70779,-71.15601,7/4/2013,3/5/2014
1007297,Miguel's Grocery  ,Small Grocery Store,50,Maplewood Ave,Apt 2,Gloucester,MA,1930,6212,ESSEX,42.61813,-70.66633,5/26/2011,3/18/2013
1502446,Mike's Market  ,Convenience Store,220,Middlesex St,,North Andover,MA,1845,3416,ESSEX,42.69895,-71.1357,6/27/2022, 
966095,Milk And Honey Green Grocer  ,Medium Grocery Store,32,Church St, ,Salem,MA,1970,3737,ESSEX,42.52258,-70.89529,10/1/2010,4/11/2019
960845,Milk And Honey Green Grocer  ,Small Grocery Store,32,Church St, ,Salem,MA,1970,3737,ESSEX,42.52258,-70.89529,10/8/2010,4/27/2011
1251535,Milton Enterprises Inc. Dba Richdale's Of Marblehe  ,Convenience Store,29,Smith St, ,Marblehead,MA,1945,2051,ESSEX,42.49335,-70.86599,9/2/2016,5/21/2018
1670064,Minas Goods Llc 1,Convenience Store,5,S Central,Ste A,Haverhill,MA,1835, ,ESSEX,42.77005,-71.07471,12/11/2025, 
1618249,Mineirao Market  ,Medium Grocery Store,19,Central St,,Peabody,MA,1960,58,ESSEX,42.52778,-70.92685,11/22/2024, 
1297234,Minh Sang Market  ,Medium Grocery Store,333,Essex St, ,Lynn,MA,1902,2327,ESSEX,42.46992,-70.94011,9/18/2017,6/18/2018
1279800,Minit Mart  ,Convenience Store,233,Winter St, ,Haverhill,MA,1830,4825,ESSEX,42.77774,-71.08598,4/17/2017,1/31/2023
984727,MJs Wholesale & Retail  ,Small Grocery Store,224,Union St, ,Lynn,MA,1901,1315,ESSEX,42.4658,-70.9426,1/7/2011,3/18/2013
1062431,Mobil  ,Convenience Store,5,Ayers Village Rd, ,Methuen,MA,1844,1203,ESSEX,42.79193,-71.18384,6/25/2012,12/9/2014
1526163,Mobil Mart  ,Convenience Store,368,Broadway,,Saugus,MA,1906,1902,ESSEX,42.48339,-71.01931,1/20/2023,7/28/2025
1562665,Monarca Grocery Store  ,Convenience Store,13,Central Sq,,Lynn,MA,1901,1308,ESSEX,42.46405,-70.94404,11/6/2023, 
830846,Mora Grocery  ,Small Grocery Store,130,Franklin St, ,Lawrence,MA,1841,3504,ESSEX,42.70961,-71.17003,9/28/2007,4/12/2011
998677,Mora Grocery  ,Convenience Store,130,Franklin St, ,Lawrence,MA,1841,3504,ESSEX,42.70961,-71.17003,4/13/2011,9/11/2014
1167022,Mora Market Inc  ,Small Grocery Store,130,Franklin St, ,Lawrence,MA,1841,3504,ESSEX,42.70961,-71.17003,9/12/2014,11/2/2014
692983,MORAS GROCERY  ,Small Grocery Store,130,Franklin St, ,Lawrence,MA,1841,3504,ESSEX,0.0,0.0,8/1/2003,3/30/2005
367682,Mount Vernons Variety & Deli  ,Convenience Store,58,Beacon St, ,Lawrence,MA,1843,2028,ESSEX,42.68517,-71.17342,6/27/2002,10/20/2008
367682,Mount Vernons Variety & Deli  ,Convenience Store,58,Beacon St, ,Lawrence,MA,1843,2028,ESSEX,42.68517,-71.17342,11/14/2011,4/18/2012
1053797,Mt Vernon Variety & Deli  ,Small Grocery Store,58,Beacon St, ,Lawrence,MA,1843,2028,ESSEX,42.68517,-71.17342,4/30/2012,2/18/2015
1299943,Mt. Vernon Convenience  ,Convenience Store,58,Beacon St, ,Lawrence,MA,1843,2028,ESSEX,42.68516,-71.17342,11/20/2017,9/23/2019
1508934,Multicultural Value Llc 201,Combination Grocery/Other,201,Winter St,,Haverhill,MA,1830,5636,ESSEX,42.77801,-71.08482,9/9/2022, 
1255869,Multiple Service Inc  ,Small Grocery Store,119,Jackson St, ,Lawrence,MA,1841,3833,ESSEX,42.71254,-71.15784,9/19/2016,8/14/2019
1546990,Murcias Market  ,Convenience Store,163,Lincoln Ave,Ste B,Saugus,MA,1906,2884,ESSEX,42.4525,-70.99232,5/15/2023, 
1131601,Murti Inc  ,Convenience Store,59,Loring Ave,,Salem,MA,1970,4534,ESSEX,42.50224,-70.89374,2/24/2014,7/5/2024
1131601,Murti Inc  ,Convenience Store,59,Loring Ave,,Salem,MA,1970,4534,ESSEX,42.50224,-70.89374,7/15/2025, 
1342456,Mutual Market 7860 Inc food store,Large Grocery Store,60,Walnut St, ,Peabody,MA,1960,5628,ESSEX,42.52637,-70.92194,11/15/2018, 
1037616,My Convenience Grocery  ,Small Grocery Store,111,Lafayette St, ,Salem,MA,1970,3622,ESSEX,42.51789,-70.89306,1/6/2012,3/2/2021
1252463,My Dollar Store of Lawrence 4,Convenience Store,73,Winthrop Ave, ,Lawrence,MA,1843,2836,ESSEX,42.69017,-71.14977,8/1/2016,4/17/2025
1520800,My Family Mini Market Corp  ,Small Grocery Store,253,Ferry St,,Lawrence,MA,1841,1344,ESSEX,42.7219,-71.15573,11/9/2022,12/9/2025
962748,My Low Carb Life Inc  ,Bakery Specialty,136,Andover Street, ,Danvers,MA,1923,5313,ESSEX,42.55629,-70.96742,8/10/2010,9/7/2011
587353,N & T MARKET INC  ,Convenience Store,205-207,WASHINGTON ST, ,LYNN,MA,1902, ,ESSEX,42.46659,-70.95145,3/11/2004,2/22/2007
1071365,N-S Market  ,Convenience Store,549,Boston St, ,Lynn,MA,1905,2156,ESSEX,42.46455,-70.97234,9/10/2012,5/9/2017
1286687,N-S Market  ,Small Grocery Store,549,Boston St, ,Lynn,MA,1905,2156,ESSEX,42.46445,-70.97258,6/26/2017,2/3/2019
868315,Nagua Market  ,Convenience Store,205,Broadway, ,Lawrence,MA,1841, ,ESSEX,42.70849,-71.17109,10/31/2008,9/13/2009
947974,Naidelyn Market & Restaurant  ,Small Grocery Store,193,S Broadway, ,Lawrence,MA,1843,1434,ESSEX,42.69431,-71.16213,5/17/2010,11/4/2010
770289,NAISHA GROCERY STORE  ,Convenience Store,58,Parker St, ,Lawrence,MA,1843,1535,ESSEX,42.69882,-71.1591,11/29/2005,1/29/2008
868814,"Nash Magazine, LLC  ",Small Grocery Store,71,Exchange St, ,Lynn,MA,1901,1415,ESSEX,42.4633,-70.94228,10/16/2008,5/31/2010
866289,Nathans Sandwich and Variety  ,Convenience Store,135,Washington St,,Haverhill,MA,1832,5418,ESSEX,42.77257,-71.0867,9/26/2008, 
969305,Natural Grocer Inc  ,Medium Grocery Store,334,High St, ,Newburyport,MA,1950,3739,ESSEX,42.82044,-70.89257,9/20/2010,1/3/2025
819243,Naya Grocery Store  ,Convenience Store,136-A,Winter St, ,Haverhill,MA,1830, ,ESSEX,42.77766,-71.08236,5/15/2007,3/22/2009
1050590,Naya's Market  ,Small Grocery Store,140,Water St, ,Lawrence,MA,1841,5122,ESSEX,42.69955,-71.17169,5/23/2012,8/22/2013
1097841,Neighborhood Convenience Market  ,Convenience Store,7,Cross St, ,Methuen,MA,1844,1612,ESSEX,42.72953,-71.20778,6/11/2013, 
753725,NERA GROCERY STORE  ,Convenience Store,51,MYRTLE STREET, ,LAWRENCE,MA,1841, ,ESSEX,42.71497,-71.16727,5/26/2005,5/28/2007
914154,Neray El Mello Market  ,Small Grocery Store,25,West St, ,Lawrence,MA,1841,3427,ESSEX,42.70854,-71.173,9/15/2009,2/2/2010
467289,NEW ANGKOR THOM MARKET  ,Medium Grocery Store,333-341,ESSEX STREET, ,LYNN,MA,1902, ,ESSEX,0.0,0.0,2/4/1998,1/6/2005
438991,NEW ANGKOR THOM MARKET  ,Medium Grocery Store,333,Essex St, ,Lynn,MA,1902,2327,ESSEX,42.46992,-70.94011,9/24/2004,9/4/2017
664204,NEW BROADWAY MARKET  ,Small Grocery Store,111,S Broadway, ,Lawrence,MA,1843,1423,ESSEX,42.69691,-71.16333,3/14/2002,5/4/2006
560505,NEW ENGLAND GROCERY  ,Medium Grocery Store,850,Western Ave, ,Lynn,MA,1905,2623,ESSEX,42.45834,-70.97038,9/5/2002,3/5/2006
779853,NEW ENGLAND GROCERY  ,Small Grocery Store,850,Western Ave, ,Lynn,MA,1905,2623,ESSEX,42.45834,-70.97038,3/31/2006,6/18/2009
902951,New England Grocery  ,Convenience Store,850,Western Ave, ,Lynn,MA,1905,2623,ESSEX,42.45834,-70.97038,7/21/2009,9/7/2011
462239,NEW ENGLAND MEAT MARKET INC  ,Large Grocery Store,60,Walnut St, ,Peabody,MA,1960,5628,ESSEX,42.52644,-70.92214,1/1/1930,11/14/2018
1588263,New Entry Mobile Farmer's Market  ,Delivery Route,733,Cabot St,,Beverly,MA,1915,1027,ESSEX,42.58381,-70.89909,7/22/2024, 
1405052,New Entry Sustainable Farming Project - Food Hub  ,Food Buying Co-op,733,Cabot St,,Beverly,MA,1915,1027,ESSEX,42.58381,-70.89909,5/5/2020,1/7/2025
1405052,New Entry Sustainable Farming Project - Food Hub  ,Food Buying Co-op,733,Cabot St,,Beverly,MA,1915,1027,ESSEX,42.58381,-70.89909,1/14/2025, 
327421,NEW GENERATION MARKET  ,Medium Grocery Store,296,BROADWAY, ,LAWRENCE,MA,1841, ,ESSEX,42.70944,-71.172,4/30/2004,1/4/2007
327421,NEW GENERATION MARKET  ,Medium Grocery Store,296,BROADWAY, ,LAWRENCE,MA,1841, ,ESSEX,42.70944,-71.172,7/3/2007,4/9/2008
327421,NEW GENERATION MARKET  ,Medium Grocery Store,296,BROADWAY, ,LAWRENCE,MA,1841, ,ESSEX,42.70944,-71.172,8/29/2008,3/12/2014
398948,NEW MARKET  ,Convenience Store,109,Bridge St, ,Salem,MA,1970,3952,ESSEX,42.52865,-70.89009,8/31/2000,5/2/2017
864652,New Market  ,Convenience Store,551,Summer St, ,Lynn,MA,1905,2086,ESSEX,42.45869,-70.97002,9/15/2008,3/18/2013
1446496,New Market  ,Convenience Store,109,Bridge St,,Salem,MA,1970,3952,ESSEX,42.52861,-70.88988,9/1/2021, 
971078,New Union Mini Market  ,Small Grocery Store,100,Union St, ,Lynn,MA,1902,3602,ESSEX,42.4676,-70.94004,10/5/2010,9/19/2011
971078,New Union Mini Market  ,Small Grocery Store,100,Union St, ,Lynn,MA,1902,3602,ESSEX,42.4676,-70.94004,9/22/2011,9/26/2011
1145478,New York Food Market  ,Convenience Store,21,Salem St, ,Salem,MA,1970,5013,ESSEX,42.51683,-70.89139,7/10/2014,2/25/2015
585068,NEWBURY BUTCHERY  ,Large Grocery Store,2,Morgan Ave,,Newbury,MA,1951,1213,ESSEX,42.79758,-70.86058,2/6/1992, 
1356527,Newbury St Sunoco 9702,Convenience Store,144,Newbury St,,Peabody,MA,1960,3807,ESSEX,42.53766,-70.98875,3/20/2019, 
1302818,Newbury St Supermarket Inc  ,Small Grocery Store,169,Newbury St, ,Lawrence,MA,1841,3920,ESSEX,42.71299,-71.15556,12/7/2017,3/5/2023
1567179,Newburyport Circle K  ,Convenience Store,76,Storey Ave,,Newburyport,MA,1950,3526,ESSEX,42.81934,-70.9115,1/19/2024, 
1141940,Newburyport Richdale  ,Convenience Store,62,State St, ,Newburyport,MA,1950,6613,ESSEX,42.80975,-70.8704,4/22/2014, 
1494389,Nicole's Market ,Convenience Store,406,Essex St,,Salem,MA,1970,3153,ESSEX,42.51836,-70.90558,4/4/2022, 
710177,NICOLE'S MINI FOOD STORE #1  ,Convenience Store,406,Essex St, ,Salem,MA,1970,3153,ESSEX,42.51815,-70.9052,4/4/2000,4/3/2022
1305295,Nicole's Mini Foods Store Ii  ,Convenience Store,286,School St,,Groveland,MA,1834,2022,ESSEX,42.73984,-71.02084,12/6/2017, 
1199385,Nike Africa Food Market  ,Combination Grocery/Other,19,Sutton St, ,Lynn,MA,1901,1008,ESSEX,42.4646,-70.95002,7/1/2015, 
1478389,Nishat Abet Inc  ,Small Grocery Store,109,Western Ave, ,Lynn,MA,1904,2733,ESSEX,42.48146,-70.94527,5/26/2022, 
1276169,Nizao Supermarket  ,Combination Grocery/Other,140,Water St, ,Lawrence,MA,1841,5122,ESSEX,42.69955,-71.17169,5/5/2017,11/29/2017
1318815,Nizao Supermarket  ,Convenience Store,140,Water St, ,Lawrence,MA,1841,5122,ESSEX,42.69954,-71.17169,11/2/2018,5/7/2020
1142898,Noelia Market Inc  ,Small Grocery Store,71,E Haverhill St, ,Lawrence,MA,1841,2715,ESSEX,42.7155,-71.15613,6/3/2014,12/28/2015
228723,NORKA GROCERY STORE  ,Medium Grocery Store,103,Cedar St, ,Haverhill,MA,1830,3931,ESSEX,42.78459,-71.0824,12/18/2003,11/13/2005
1565020,Norm's Variety  ,Convenience Store,423,Eastern Ave,,Lynn,MA,1902,1631,ESSEX,42.4794,-70.93353,11/9/2023, 
454245,NORTH ANDOVER STAR MARKET  ,Supermarket,109,MAIN STREET, ,NO ANDOVER,MA,1810, ,ESSEX,42.65289,-71.13813,9/18/1985,5/22/2007
1491175,Northern Lights Farm  ,Medium Grocery Store,243,High St,,Ipswich,MA,1938,1240,ESSEX,42.696,-70.8654,4/4/2022,11/18/2024
1344333,Nouria 1021,Convenience Store,79-81,High St, ,Danvers,MA,1923, ,ESSEX,42.56099,-70.93238,11/5/2018, 
1344335,Nouria 1044,Convenience Store,85,Lynnfield St,,Peabody,MA,1960,5229,ESSEX,42.51693,-70.95157,11/5/2018,3/30/2021
1344335,Nouria 1044,Convenience Store,85,Lynnfield St,,Peabody,MA,1960,5229,ESSEX,42.51693,-70.95157,3/3/2022, 
1104957,Nouria 154 South Main Street 1013,Convenience Store,154,S Main St,,Haverhill,MA,1835,7492,ESSEX,42.76974,-71.07545,6/28/2013, 
1449195,Nouria 435 Newbury Street 1176,Convenience Store,435,Newbury St, ,Danvers,MA,1923,1041,ESSEX,42.60006,-70.95907,5/3/2021, 
1030048,Nouria 535 Lynnway 1037,Convenience Store,535,Lynnway, ,Lynn,MA,1905, ,ESSEX,42.45599,-70.95857,12/14/2011, 
1449202,Nouria 8 Broadway Street 1181,Convenience Store,8,Broadway, ,Lynnfield,MA,1940,2310,ESSEX,42.50285,-71.0152,5/3/2021, 
1421420,Nourishing The North Shore  ,Farmers' Market,901,Main St, ,West Newbury,MA,1985,1301,ESSEX,42.81213,-70.94253,10/1/2020, 
925852,Nunez Market  ,Small Grocery Store,205,Broadway, ,Lawrence,MA,1840, ,ESSEX,42.70732,-71.17014,12/28/2009,6/20/2010
1086304,NYFC Food Market  ,Convenience Store,21,Salem St, ,Salem,MA,1970,5013,ESSEX,42.5168,-70.89135,1/18/2013,8/20/2013
1035881,Oakland Ave Grocery  ,Small Grocery Store,56,Oakland Ave, ,Methuen,MA,1844,3675,ESSEX,42.72093,-71.18807,1/20/2012,8/4/2014
1589130,Oasis Convenience Store  ,Small Grocery Store,826,Boston St, ,Lynn,MA,1905,1545,ESSEX,42.46021,-70.98861,4/22/2024, 
530302,OCEAN INTERNATIONAL FOOD  ,Convenience Store,2-4A,LAFAYETTE PK, ,LYNN,MA,1902, ,ESSEX,42.46548,-70.93301,6/3/2002,7/17/2005
530302,OCEAN INTERNATIONAL FOOD  ,Convenience Store,2-4A,LAFAYETTE PK, ,LYNN,MA,1902, ,ESSEX,42.46548,-70.93301,1/27/2006,10/15/2008
1026336,Ocean State Job Lot 239,Combination Grocery/Other,139,Endicott St,Ste 1,Danvers,MA,1923,4802,ESSEX,42.5495,-70.93295,10/13/2011, 
1034541,Ocean State Job Lot 255,Combination Grocery/Other,1020,Broadway,,Saugus,MA,1906,3205,ESSEX,42.46598,-71.02509,11/30/2011, 
